,DLC,Review,Recommend_Socre
1859,즐거운 목장 리뷰,"good game love the make a horse panel but one flaw it wouldn't let fix trait to save horse so i wind up losing it which sucks i was trying to re-create black beauty, still recommend just hope they fix the bug",Recommended
1860,즐거운 목장 리뷰,i don't like it,Not Recommended
1861,즐거운 목장 리뷰,i got my problem fixed had to remove a mod in order to play and have the map show up.,Recommended
1862,즐거운 목장 리뷰,This is what happens when you let a bunch of yuppies handle anything outside a city,Not Recommended
1863,즐거운 목장 리뷰,"Many things downright AWFUL about this DLC. My horse glitched outside of my property and i was not aware that he was not eating, without warning my horse vanished and the message read ""your horse has been rescued because of your neglect"" and i have zero way of getting it back after this kidnappingggg, so that was the best part. Ranch Hands are 100/hr and do jack squat around the property. Have to tell them everyday to pick up manure and instead of doing just that, they stare blankly into the void and walk away and snuggle the goat. You get THREE things for the ""pets"" sections. Water, Hay feeder, horse bed. Then other horse things are scattered throughout different sections, all of which insanely useless, hideous, and lackluster. The goats are beyond saving they need so much so often they constantly threaten to leave from abuse and is starving, will it ever just take care of itself? or will i be bottle feeding forever? Sure feels like it. Also, whats the point of crying abuse if i can just ""collect"" the goats, replace them down on the ground and they are ""full, very happy, clean""? I just sold them since they wanted to keep ""running away"". Horse breeding & customization is bland compared to sims 3, they dont use genetics to breed just spit out a copy of mom or dad.

Don't buy, honestly, don't install for free even. Unplayable scam dlc.",Not Recommended
1864,즐거운 목장 리뷰,"The addition with the horses was outstanding, and since I have never played the past sim games before this was a real shocker. They included mini goats and sheep that really gave it that rustic horse ranch feel. I would like it more if we could controlled the horses. The other problem is when you send your horse to a racing place it won't let you inside. But the really good bit about it is the making of the sim household. It has such good clothing, and I LOVE the hats! If you are a person who really likes adventures and on going stuff, I would definitely recommend this pack. Plus, having it with the Cottage Living pack is really good (I don't have the cottage living pack, but I hear it is the BEST with Horse Ranch). If you like to take it slow, you MIGHT like this pack. I really liked it. Byeee! (good horse name is: Symphony. I love that name)",Recommended
1865,즐거운 목장 리뷰,"i bought this dlc i think maybe 2-ish months ago and the world that came with it still hasnt shown up, ive restarted my computer and shut my game and reopened and so on but its still not there. horses r cute though",Recommended
1866,즐거운 목장 리뷰,hors,Recommended
1867,즐거운 목장 리뷰,Why are there women in my Ram Ranch dlc?,Recommended
1868,즐거운 목장 리뷰,Definitely not what I expected. I thought you would be able to actually control when you rode the horse and or trained. Waste of money.,Not Recommended
1869,즐거운 목장 리뷰,it was good,Recommended
1870,즐거운 목장 리뷰,"This is one of my favorite DLCs! I like to build country houses and cottages so this pack is perfect. The build stuff and the new world are very cool. I mostly build for hours but playing the horse ranch life is very fun, too.

I haven't tried competitions yet but so far this DLC is not buggy. (I don't use any mods in Sims 4.)

There is just one thing that I don't like: When you breed horses the foal will always look just like its mum or dad. I wish the color genetics were better made.

I highly recommend to buy this expansion pack if you like to build country houses and cottages and if you like horses.",Recommended
1871,즐거운 목장 리뷰,there is this one glitch where if a kid gets on a horse it when it gets off it is like hovering with the horse but besides that its pretty great riding around town with your dapple grey =),Recommended
1872,즐거운 목장 리뷰,I love it!,Recommended
1873,즐거운 목장 리뷰,"PROS:
1. The wine-making is very broken, you'll be quickly rich by become wine maker. If you want to get huge simoleons easily, this DLC is very recommended.
2. The horse riding mechanics & skill somehow satisfied.
3. New Environment/Map
4. Community Job (extra side hustle)
5. Cowboy outfits

CONS:
1. I hate the horse design, especially their eyes. It's major downgrade from the previous Sims (Sims 3)",Recommended
1874,즐거운 목장 리뷰,"Dressage is completely left out, there are no smaller horses or ponies, the options to train your horses are minimal and downright laughable. I would have prefered it if one didn´t have to buy a horse or read a book to earn the riding skill. Rididng lessons would have been nice but that is of lesser Priority. All in all it´s an okay expansion pack but definitly not worth the money.

Adition:
This expanion pack was interesting for me since I am a horse owner ,however I feel that it solidifies the problem in which some people view horses for only their capability of being riden. There is so much more one could do with a horse and it is truely sad that there´s not even an option to go on a walk with ypur horse without riding it. For the TIME it took them to release this it is (in my opinion) unfinished and just in general low quality.",Not Recommended
1875,즐거운 목장 리뷰,its ok if you are a die hard horse game fan id say get it if your pretty critical then dont ok bye,Recommended
1876,즐거운 목장 리뷰,"I would love to be able to play this expansion pack. From the 6 whole hours of game play, it was enjoyable. I turned my pc off for the night and since then, the game will NOT launch. I've done every reset, followed every forum imaginable to fix the issue, I've factory reset my pc and nothing has worked. I've spent over 16 hours just trying to get the game to RUN. The one time I was able to successfully launch TS4 was when I'd completely uninstalled this expansion pack. I can't even get a refund because it was beyond the ""2 hour play"" return policy. Which is FANTASTIC considering I can't play the game at ALL now. Thanks for taking my money and zero help.",Not Recommended
1877,즐거운 목장 리뷰,"I was not satisfied with this pack. There wasn't enough content and most of the stuff there was didn't look great. The ranch hands didn't work the way I wanted them to, they would just hang around the lot and occasionally water a plant or clean an animal. They would often not leave when I told them to, even after I fired them. I also wish the horses weren't part of my household. I bought this pack wanting to have a family and a horse-breeding and training ranch. I soon learned that I can choose to have a family or be a horse breeder, not both, as there isn't enough room in the household. While the mini sheep and goats were cute and I enjoyed watching them bounce around my ranch, they should have came with country living. I payed way too much money for this pack and I would only be satisfied if it came with the dogs and cats expansion, or if it was a game pack and cheaper. I do not recommend.",Not Recommended
1878,즐거운 목장 리뷰,"I did not expect to like this pack, and was completely surprised at how well it turned out! While I definitely recommend this pack, you will get the most out of it if you have the Cottage Living expansion. So I recommend also getting Cottage Living with this pack.

Good:
- The horses look absolutely fantastic. The models are great, the animations are spot on. They have the full paint CAS like Cats & Dogs, so you can make some absolutely stunning horses.
- Horse skills play and feel pretty good. The horses can be passively trained by telling them to interact with the related skill objects, rather than requiring constant Sim attention.
- Horse Breeding is well done and worthwhile! The breeding traits are super useful. Also, if you did a custom paint for the parent horse, it will be simply copied to the foal (50/50 chance for which parent it copies from), so no wasted painting effort.
- Horse competitions are a lot of fun, and there are a decent number of different categories to progress through. However, the profit from competitions when the horse is maxed out is lower than most level 10 careers with no additional bonuses - Your Sims will not get rich from horses.
- The Nectar skill is insanely profitable, with decent versatility for fruit use. I don't have much more to say about it, but nectar is my favorite part of this pack.
- The mini sheep and goats are adorable. They are also a straight copy of functionality from Cottage Living, but not attached to an item - So they get all the benefits from Cottage Living's Animal Enthusiast trait. If you have Cottage Living, they also produce wool / milk, for a LOT less effort and space than llamas and cows, thus they are a complete upgrade functionally to those.
- The CAS is pretty well made, and features a lot of dirty swatches. Much of it isn't my personal style, but the model quality and swatches do not disappoint (except for the oddly flat pair of boots).
- The build and buy items also feature a lot of dirty swatches, which are invaluable for building. The buy items have a huge range of wood colors, and very classic styles; This pack's buy items quickly became some of my most used pieces.

Bad:
- There are not enough swatches or item variety for horse ""clothing"", and particularly saddle blankets. There is not yet, nor do I expect there to ever be, much CC to address this - Cats & Dogs have extremely sparse CC for additional clothing and collars, it is unlikely horses will fare better.
- There are no unicorns. It's just a horn you can put on in CAS that sparkles. No extra abilities.
- When you sell a horse, it is simply deleted. I can't make use of the horse selling feature, because it's too sad for them to be deleted. Selling horses would have been a lot better if they were rehomed to a random NPC instead. For those who are able to put a lot of effort into a horse then delete it for cold hard simoleons, the max sell value for a horse is only ~$52k, and takes a minimum 3 weeks of high effort to reach. - Your Sims will NOT get rich selling horses.
- The only Nectar Maker is a silly stomping bucket. Wine is only made via stomping for novelty and tourists, so I would have preferred a functional ""Nectar Press"" for an alternate interactive object. There is a non-interactive Nectar Press decorative item, so...
- Chestnut Ridge has absurdly, heinously uselessly small lots. While the maps are appropriately large, with plenty of space to go for a ride, and has great off-lot horse features, horses still simply fit better on larger lots. Especially when you want to combine them with ANY other features - such as gardening (for your nectar) or other animals, which play well with horses but are also lot space hogs. For a world map so focused on horses, most of the lots are completely useless for horses / ranches, and very difficult to fit anything else into because of the style of the world. It's a very good looking world, but it feels like it really only has 4 lots, since the other 9 are just plain too small for the content and setting.",Recommended
1879,즐거운 목장 리뷰,i wish there were more horses honestly,Not Recommended
1880,즐거운 목장 리뷰,"Do not be me. Do not buy this dlc, even if you like horses or something.",Not Recommended
1881,즐거운 목장 리뷰,The extension pack had multiple bugs and was also not what i expected i payed the pack for about an hour and im going to ask for a refund,Not Recommended
1882,즐거운 목장 리뷰,"I loved the Sims 3 horses and I bought this pack at full price. Do I regret that I purchased it at full price? 100% I regret it and would like to get a refund. It is buggy, has little to no gameplay and all the furniture for your ranch can be added for free with mods.

Buy it on Sale like any EA products and even then I would not buy this.",Not Recommended
1883,즐거운 목장 리뷰,"Unplayably buggy as of October 2023- sim (despite her sprite being on the ground) could not dismount from horse, meaning both sim and horse were unable to do several on-the-ground actions. Also made game very laggy and buggy, for example horse teleported into sim's house and then was unable to remove itself.",Not Recommended
1884,즐거운 목장 리뷰,"i love it but pls make the ""barrell racing"" it 3 barrels not 2,and maybe some more mane and tails,otherwise its great def recommend",Recommended
1885,즐거운 목장 리뷰,"It's a great idea, with amazing horse models and many customisations to create your own ranch... when it works. I've had my Sim just stare at their horse for 4 in-game hours and wait for the horse to move? And then my Sim randomly wake up in the middle of the night just to listen to the horse at 2am... it's very confusing, beautiful horses but so glitchy, it's just not worth the money especially for what it is! Wait for an update",Not Recommended
1886,즐거운 목장 리뷰,"Well if you can't have cars, I guess horses are a good compromise.
Within the sims, there's so many different hobbies, jobs, tasks, daily living, social interactions, and so forth, I often forget half of what I can do, as I have all the large expansion packs installed, and a majority of the packs like the werewolves, vampires etc.
The ranch expansion adds another wormhole of stuff for your sim to do, that I often forget I can send them to become a wizard, werewolf, vampire, and so forth.
I can't complain about having to many options or things to do, and the non-theme related UI, management and function updates that came with are a welcome change.
The Sims4 is a game I think anyone can enjoy, and like Star Wars films (Ahsoka and the Mandalorian series has been awesome!), you might have a vocal minority complain about some aspects of the game, at the end of the day, it's still a good game.
I'd like to see some more lore in an expansion pack, some more depth to specific families.
I'd like to see some more stories, like the strange world expansion with the alien plants, as well as some expansion on aliens in general (as much as aliens have been in the news lately, the fact they went equestrian was a surprise), because as much as I like the create your own story, all these expansions have a RPG Maker-style feel to them, in the sense. ""Here's the game engine, some two dimensional characters, and the ability to build your world, game, and play style!"" That's great, but the alien expansion has been the only expansion I felt gave me a story, a conflict, and a semi multiple ending resolution. Sometimes I'm lazy and just want the game to tell me a good story versus the God-like creator planning, setting up, and creating a story that's probably gonna feel as well written as a fanfic, versus a professionally written novel by a top tier writer.
The ranch expansion is exactly what it sounds like, you're going to get another loading screen gated world, it'll be a pretty world, but they're all pretty. You're going to be able to have horses after you get through the loading screen, but if your sim, for example is a mermaid, their uniqueness is not really going to be able to be displayed in the new areas, outside the sim address you modified yourself.
There's no real connectivity, or continuity, between the expansion worlds.
So if you're an equestrian sort, this is a must have, if you've given up on your hunger for cars, this is an alright TV dinner, and the set pieces are well done, but the Ranch is, like the other expansions, its own isolated world builder play, that isn't going to feed anyone's desire for lore, a story with plot or conflict, or replayable A-B resolution gameplay.
I recommend this expansion, but if you're new to Sims/Sims4, I hope this helps you choose what expansions to add to your game.",Recommended
1887,즐거운 목장 리뷰,"I adore this pack, the horses are created brilliantly. The nectar (wine) making is a great money maker. I would recommend this for anyone who loves horses, mini sheep and mini goats! Its a wonderful addition to a smallholding farm or for those who want to take part in riding competitions!",Recommended
1888,즐거운 목장 리뷰,"As an equestrian when I heard about horses I was really exited about the pack. Overall I think it is a very nice pack. It would be cool if EA combined the horse ranch and the cats and dogs pack into one like they did in the sims 3. The pack definetly could use more gamplay like being able to build jumping courses, be able to go into competitions with your sim and It could use an english style ridding fetures. I would definetly recomened grabbing this pack on a sale if possible, as on its normall price of 40 dollars it is quite overprised. Overall I give this pack a 6/10.",Recommended
1889,즐거운 목장 리뷰,"Very few games out there that are 9 years old that has support from the developer and the community. BUT constantly comes out with legit DLC's and Expansion. The Horse Ranch DLC is fun, cute and a time killer. It's not the best. Animal wise, Dogs and Cats is still better. Build wise, Cottage Expansion is better. You will still have fun with this DLC though.",Recommended
1890,즐거운 목장 리뷰,Laggy and boring,Not Recommended
1891,즐거운 목장 리뷰,"Not going to lie, I love this expansion. It's actually hands down my favorite. As an actual horse person, I was stoked when they announced this expansion. Yes, it definitely has some bugs, but considerably less than previous packs/expansions (some of which still don't work right), and they seem to be relatively minimal impact-wise when it comes to gameplay. That said, there is a lot more to like with the expansion than there is to hate on it, in my opinion.

Positives:
- lot more things to do for your sims and just a boost to overall gameplay
- the build items, while not as robust as other expansions/packs, are lovely, actually seem to match colors across the items, and versatile enough to fit in with any type of build, not just rustic ranches
- the new world is stunning and has lots of little bonus features to it
- the horses are fun to play with, utterly adorable, and more realistic than those from Sims 3 - you can tell a lot more research, thought, and care went into creating them
- the CAS items are great - nice new outfits and fun, useful traits, as well as the paint tool for the horses, which makes it more fun to create perfect digital copies of any equines from your real life
- the compatibility with the ranch items to previous expansions, especially the cottage living items/animals, adds an extra layer of enjoyment and certain level of realism to a Sim's ranch life
- the mini goats and mini sheep are so cute it almost hurts

Negatives:
- despite a couple of patches, there are still things glitching out that are specific to this expansion; for example, my sim will just freeze/lag often enough to be noticeable and annoying. Even with a reset, they'll still lag or remain frozen a bit longer before finally doing what they were told to do.
- a lot of positional errors occur - while some are amusing, it seems sloppy to have this issue on so many things, especially when asking $40 for the expansion. For example, Sims' arms will go backwards, be sideways, or in some other crazy position when doing things like feeding the mini goats or mini sheep, doing certain things with the horses, or interacting with other animals. It usually doesn't stop the interaction and can be funny at times, but shouldn't even be a thing for a released expansion.
- could have had more build and CAS items

Overall, and despite the glitches and bugs, I find this expansion is a lot of fun to play and adds a lot to the game in a really positive way. May be worth waiting to buy it when it's on sale if you're still unsure if it's worth getting or not though.",Recommended
1892,즐거운 목장 리뷰,"So far the bugs I've had are that the horses keep coming into my house, blocking pathways and sometimes the sim will just lag and stand there even if they've got stuff to do :) This doesn't happen often though.
Nothing major yet - Nothing game breaking :)",Recommended
1893,즐거운 목장 리뷰,"A pack that could have been a kit, that is now so buggy it's unplayable. Probably the worst experience I have had with a Sims Expansion. I have loved this game but this expansion isn't something I would recommend to anyone.",Not Recommended
1894,즐거운 목장 리뷰,"Eh, its fine. I was expecting more game breaking bugs. Yes, there are some, but it's not a total disaster. Needs restarting every now and then per session.",Recommended
1895,즐거운 목장 리뷰,"will admit i wanted to wait to get it cause i keep seeing glitching issues, well got it for my birthday! honestly the games pretty good, yes its glitched a few times but your gonna get that on a fresh DLC played it for a good 5 hours glitched maybe 3 times, now they need to create one with pigs and ducks!!!",Recommended
1896,즐거운 목장 리뷰,I love this game so much,Recommended
1897,즐거운 목장 리뷰,i spent 40 dollars just for me not to have the game map not show up.... very disappointed,Not Recommended
1898,즐거운 목장 리뷰,"I want to be happy with this soo soo bad but... regrettably, one of the main things I was excited about is completely and udderly disappointing: breeding. The ""mixed"" review is soo accurate. As many things as I like and even love in this pack, this one thing alone makes it hard to enjoy (don't get me started on the lack of patterns and CAS swatch customization options, or the dreadfully abysmal paint + erase tool that only works on a single layer the game chooses for you).

There is no point breeding the horses for looks anymore. Did you spend hours creating two custom original looking parents hoping to breed them and see what amazing combination of patterns and colours they might create (like they did in the Sims 3) only for the foal to turn out to be a carbon copy of a singular parent with a different mane and tail colour? I find myself having to cheat full CAS access just to spend another 15+ minutes editing the foal to pretend it looks related to both parents instead of a DNA clone of only one of them. This was probably the one thing I was looking forward to the most and as cute as the foals are, it doesn't make up for the feeling of grand disappointment every time a foal is born and looks like the horse you're tired of staring at.

If you're a horse lover like me, who is just desperate for more video game content of horse gameplay, this might scratch your itch.
If you're a long-time Simmer and a horse lover who obsessively spent literal days of their life playing with horses on the Sims 3, creating an incredible legacy with beautifully blended offspring each generation, and were hoping you'd get at least a smidgen of that satisfaction from breeding your champions or eye catchers, well, go back to TS3 because you're not going to get that here.

All in all I'm saying Yes for everything that is not genetics and CAS related, but it's honestly painful to do so.",Recommended
1899,즐거운 목장 리뷰,so i bought this expansion pack because i was excited about there being some more animals. i loaded the gaame up and checked on some other saves that i have and they were working just fine. i started a whole new game for the horses expansion and got my house all changed up and nice looking and got a horse and went to take care of my sims needs and she wont go into the house no matter what i do. im seeing now that theres bugs and im seeing that there was an update release to fix bugs. did bugs get fixed and new ones added? i spent full price for this game and i cant even do the basic necessity of the game. is anyone else still having issues or figured out how to fix this?? this is ridiculous. i hope ea and steam can give something back for the issues everyone is having :( prep for any possible issues this pack may have,Not Recommended
1900,즐거운 목장 리뷰,i want my 40 dollars back,Not Recommended
1901,즐거운 목장 리뷰,it wont let me play with the pack even though i bought it,Not Recommended
1902,즐거운 목장 리뷰,YES,Recommended
1903,즐거운 목장 리뷰,"I mean I love the horse Idea. its just now everything is messed up. and I cant edit anything. I see the bubbles. but nothing else is working. I cant build or do anything of the sort.

hopefully it gets fixed ASAP",Not Recommended
1904,즐거운 목장 리뷰,Bello peccato che lo scenario non va e lo comprato..,Recommended
1905,즐거운 목장 리뷰,"got a nice little house in Hanford-on-Bagley.. Right in the residential village area. made my sims, decorated the house. i thought hey! now i can ride my horse into the village (loading screen-less) and buy supplies for my little farmhouse! I made a nice barn for my horse to live in...and finally I designed my horse and gave her a name. BUT SHE'S HOMELESS BECAUSE SHE CANT WALK UP THE FGJKFING STEPS TO GET ONTO MY LOT. other than that its fine",Recommended
1906,즐거운 목장 리뷰,Really Buggy .. The Sims 4 need to update their pack... and this pack make all face preset missing,Not Recommended
1907,즐거운 목장 리뷰,"ive been trying to play sims for over an hour now but when i try logging into EA it says i am offline. i restarted my pc and wifi and even uninstalled/reinstalled EA and i am still having the same issue. I was really excited to play this pack and now I cant, Plz help.",Recommended
1908,즐거운 목장 리뷰,"Although I agree there could be way more gameplay in this expansion pack. I'm actually pleasantly surprised at how much I'm really enjoying this. The horse gameplay alone is really fun...however that's basically all this pack has to offer XD cas and bb is great too though! Only downside is an annoying bug I've encountered, where my sims will not eat or cook anything...so hopefully that gets fixed sooner rather than later!",Recommended
1909,즐거운 목장 리뷰,"I 100% recommend this buggy mess of a DLC. If you love encountering bugs within every minute, this is for you. Want your sims to be deleted? Buy this extremely overpriced and under-tested pack today for a whopping $40 which is the price of an entire game that contains more than just a horse DLC! Here, you can experience the wonderful life of frustration and disappointment in EA as you try to enjoy yourself. With this one-of-a-kind experience, you can encounter their lack of thorough development shining through every action you take. Thought you were having fun? HAH! They will throw a corrupted file in your face just to ruin your day. They like to keep things spicey here at EA, as this is a no-fun-full-bug zone! So take this opportunity to be ripped off out of $40 and have an unplayable experience.



List of bugs i've encountered so far:

1) I started the game and all my save files were deleted
2) The moment I went to make a new household after it deleted all my previous ones, I couldn't name my sims
3) Once playing in the game, within the first few minutes one of my horses glitched when turning
4) Every time I go to have my sim eat or make something - she is unable to eat or cook as food is completely bugged. This means I have to go back to the main menu every time she eats. So far this happens every single time she eats - which has been over 20 times now.
5) I went to the equestrian center for a competition and my sim didn't follow. My horse ended up stuck inside of the center and nearly died due to being trapped inside of the equestrian center. I had to travel to another location to get my horse unstuck since resetting the equestrian center did nothing. EDIT: I keep encountering this bug so it is clear that it is a common bug. This should have been fixed before release.
6) I keep having to re-assign my horses to a bed as it seems to reset every time I leave the lot
7) I can't assign any tasks to my sim that has to do with interacting with my horse if she is eating food, otherwise she will just leave her food behind and not even eat just to interact with the horse instead. It would be nice if she would eat first then go do her chores, but seems to be the other way around here.
8) Even though I have autonomy off, my sim still is acting on her own will when it comes to dismounting the horse. I would like if she doesn't dismount the moment she has no actions.
9) Autonomy is completely bugged. Doesn't matter if you have it on or off, your sim just does what they want regardless.
10) Asking your horse to train on it's own is bugged. They will do it for like 1 second if they do it at all. May as well not even try to get them to train.
11) Locking gates and doors for pets don't work. My horses are literally walking through my front door right now and it's ""locked"". Not even a double-sized door at that, but a small door. My house is not big enough for two gigantic horses to be walking through my tiny front door.
12) Every time my sim is eating and my horse tries to interact with her, she stops eating and starts interacting with the horse. As you can tell, this becomes an issue when I have horses invading my sim's living room every few seconds trying to get her attention - and oh wait, I can't lock the door. Great.
13) Do I even need to mention that Ranch Hands are broken too? While it is a great idea and very much needed, it's poorly executed considering my Ranch Hand gets paid to do nothing. Sometimes she decides to help, but like all things at this point, she too, has received the bug disease.
14) My sim went to harvest milk from her goat and one of her arms decided to detach itself and form a two-layered arm. Her left arm went through her torso and merged itself with her right arm. This is seemingly a horror DLC.
15) I tried to move furniture in my house and it kept telling me that there was something intersecting it and that I couldn't move the objects. I literally have done nothing to this house and it's a house that comes with this pack.
16) Calling horses is bugged after attending an equestrian center competition. They won't come and will just stand there and slowly die.
17) Now competitions are not working. Tried to have my sim go home and she ran half way, then teleported back to the equestrian center where she proceeded to stay trapped where my horse was standing, then she miraculously teleported herself (with none of my input) back to where she was before.
18) My sim just ate her salad on her computer's keyboard
19) Basically everything they added is bugged, so why did they release this when clearly it needed more time to be developed?

Things I don't like:

1) You have to socialize with your horse morning and night otherwise their social need will drop dramatically. They are incredibly high maintenance this way if you want your sim to be able to do other things besides spend their whole day on a horse. If you only interact with them once a day, their social need will be so low that it becomes a problem.

2) Breeding horses only clones one of the parents - with slight variations like hair color. Their coat will be the same as one of the parents. I personally wanted to be able to breed unique foals that are mixes of the parents, not clones. Clearly they put this pack together for some quick money and didn't even put the effort into making it well.

3) Goats and sheep needs decay way too quickly. Literally within 1 day of getting a sheep and goat, they were filthy and ready to be cleaned. There is no reasonable way to upkeep a farm when each animal requires constant attention from your sim, let alone do anything else with your sim to begin with. Needs like socialization and needing to be cleaned should decay much slower in order to give you time to do something else other than tend to pets all day long every single day. It gets very tiring and your sim can't have much of a life. This was an issue with cottage living as well. Again, this is unreasonable. It actually gets stressful considering how quickly your pets turn from ""excellent"" to ""poor"" in a matter of half a sims day. Please make it so social needs take a few days to get to poor, and cleaning only needs to be done like once every other week. Because this is too much maintenance to the point that it's not fun, it's just a chore and a pain. I want to be able to have goats and sheep, but now i'm sick and tired of constantly entertaining them all sims day long.

4) This DLC seems like it would be very fun, and when i'm not being bombarded with bugs constantly, I'm enjoying it. However, every few minutes I have to exit to the main menu or do something besides play in order to fix a bug. Please for crying out loud - don't release broken packs. It is not fair to your playerbase to charge $40 for a DLC and then have it not even be in reasonable condition.

5) I'm sick and tired of dealing with bugs every few minutes. It is frustrating.

6) $40 for a horse DLC that just took the sims 3 horse model and changed some animations

7) The whole pack lacks creativity and effort. They didn't care about the experience of the player. It's a rip off.

8) Goats/Sheep should be full sized and able to have babies.

Things I like:

1) The horses are fun to ride and train. I'm enjoying having them on my farm.
2) I like the aspect that they graze and feed themselves, makes it less work for my sim.
3) I like that you can enter each horse in a competition every day. This means if you have 5 horses, you can enter 5 times. If you have 1 horse, you can only enter 1 time. This gives the incentive to have a horse farm where competing is the specialty.
4) I like that the horses interact with each other. It is cute to see them becoming friends. I also like the fact that you can design your own stables.
5) I like that if you want to adopt a horse, it costs simoleons rather than being free.
6) I just saw my horse pee
7) The building objects are very nice and lovely. I hope more of these will be made in the future.",Not Recommended
1910,즐거운 목장 리뷰,"I was waiting this pack for a really long time! In general feelings are mixed, and let me explain why. Let's start from the positive moments:

+ Beautiful and pretty big world. Some of the locations are breathtaking.
+ Nice furniture and its design, just love this Ranch staff, colors and atmosphere in general.
+ HORSES and their behaviors! + extra small animals (MY LOVE). Just adorable! No negativity here.
+ New moods and new extra human behavior. It seems pretty real.

And here are negative moments:
- I was confused why the game was released with so many bugs. I was thinking that I shouldn't buy it but I was waiting it for so long, that is why my desire was stronger then logic lol;
- When I opened the game first time, I was very confused, when in the Sims creation window, in the ""Face Section"" there was no option on choosing human faces. Like, WHAAA?;
- Sometimes during game my Sim was disappearing, after reloading a game, everything were coming back to normal;
- Not many of new things in the pack. Like c-mon, you take almost 50$ for a game! That's so few for such amount of money;
- Big amount of negative comments at the day of the release (which says a lot, actually).

CONCLUSION:
Just because I am a HUGE fan of horses and animals and cottage life in general, I was super happy. But this thing with bugs and especially with small amount of items upsets me a lot. The thing with items happen with all the packs. I can understand such amount for a tiny pack, but not for a whole big extra pack. I love Sims 4 with all my heart, but at the same time I feel from time to time that I'm being robbed. I DO recommend this game to animal and cottage life lovers, but don't exaggerate your expectations about it.",Recommended
1911,즐거운 목장 리뷰,"Currently I don't recommend the game which is a shame. I just bought it and when I try to play a family living in Henford-On-Bagley (Cottage Living) the game crashes. So far, I am not having issues with the families living in Willow Creek (Sims 4) though that may change.

I hate it because I really wanted to work on adding the goats and horses to the families living in Henford-On-Bagley.",Not Recommended
1912,즐거운 목장 리뷰,It will not let me load into the worlds on here. I am not sure why this is happening but ea needs to fix this. Bad dlc,Not Recommended
1913,즐거운 목장 리뷰,I The game is great. I would definitely recommend.,Recommended
1914,즐거운 목장 리뷰,"I absolutely LOVE the gameplay in this expansion. I love the horses, but I was super pumped for goats. I raise goats IRL so I was looking forward to having a goat farm in-game as well! There's just a couple things that bother me at the moment. #1, you can milk goats, but only get money in return? I do not like this. I think instead of money, you should get milk and choose what you want to do with it (make cheese, drink it, etc.). #2, is the foals. I absolutely dislike the fact that the foals are an exact copy of one of their parents. I really hope this changes, because for me, it takes the fun out of breeding new foals. Of course though, the pros of this pack definitely outweigh the cons, so I highly recommend it!",Recommended
1915,즐거운 목장 리뷰,"Its pretty okay, like all pets horses aren't all that different and kinda feel lifeless after a while but- its generally okay.
For some reason I experienced a bug where every time i tired to mount my horse they would just teleport away??




also EA fjord when?",Recommended
1916,즐거운 목장 리뷰,"STEELLLL
BALLLLLL
RUNNNN

STEELLLL
BALLLLLL
RUNNNN

Run for your life!

Go go, JoJo!

Honoo o niramu hitomi
Takami o
mezashitai n da

Kono michi ni kono michi ni
Tsudoi chitta tsudoi chitta
Yume no zangai o koete

Sabaku no yōna kokoro
Mata moeru ashita o
Matsu

Hibana o chirashite fire
Jūjika o yakitsukuse
Haishatachi no itami o seotte
Saigo made hashirinuke

Roll the dice

For
Your
Life

Take your chance

Now
Or
Die!

Hold tight your Holy Steellll!",Recommended
1917,즐거운 목장 리뷰,Its so much fun I love horses! i think If you like horses this is 100% the pack for you!!! Also Nector making is really cool I haven't experienced any glitches (so far) Though I feel like its missing something but id say Its really fun!!,Recommended
1918,즐거운 목장 리뷰,i was really excited to buy this to add on to my sims but i didn't click download and now i cant see it at all in my game it shows up as unowned and idk where my 40$ just went,Not Recommended
1919,즐거운 목장 리뷰,I like it. I was a bit frustrated with the bug but they fixed it and now its better. Everything except that was great.,Recommended
1920,즐거운 목장 리뷰,ABSOLUTELY LOVE!! Build buy and cas are both stunning and the world is gorgeous! I haven't had any bugs with game play and the horses are beautifully animated and realistic. I am so happy I pre-ordered this pack I think it was worth every penny!!! Definitely a favorite,Recommended
1921,즐거운 목장 리뷰,Even though this pack is having a lot of issues (text related) the work that they put into the horses and CAS is just amazing love the build items as well overall my negative points would be text issues and HUGE lack of gameplay,Recommended
1922,즐거운 목장 리뷰,"Full of bugs and glitches so far, can't even access the World that comes with the pack.
Hopefully they will fix the bugs soon as this pack is basically unplayable right now.",Not Recommended
1923,즐거운 목장 리뷰,"Plays beautifully. Have not found anything non-functional. Played with horses and foals and have adopted successfully. The animal behaviour is superb and the work the EA artists have done on both colouring and function is impressive. This adds a whole new dimension to my game play in Sims 4, which at this stage is most welcome. Could not be happier, especially in light of the criticism the pack received in early review, prior to the release.",Recommended
1924,즐거운 목장 리뷰,"I love this pack. This will be one of my favourites, I'm sure. Love the horses and gameplay. My cowgirl looks so cute! I know a lot of the negative reviews came early when there were problems but I have not encountered any bugs. I have adopted a rescue horse and changed her a bit in CAS. Love the interactions with the horse and the training. Highly recommended.",Recommended
1925,즐거운 목장 리뷰,so at first i was unable to play the game. but i wanted to really review the game not a bug that will be fixed so i love the dlc the relationship that you can build with the horses is really cool i have so much more to learn in the new dlc but i do wish there were more things that make this dlc different from dlc cottage both feel like a farm dlc other then that i think is dlc is great,Recommended
